Employee_ID,Manager_ID,Department,Job_Title,Performance_Rating,Hire_Date,Onboarding_Date,First_Project_Start_Date,Bonus,Training_Program,Mentor_ID,Professional_Development_Hours,Number_Of_Promotions,Highest_Education_Level,Certifications,Annual_Salary_Increase_Percentage,Performance_Bonus_Percentage,Work_Hours_Per_Week,Telecommuting_Days_Per_Week,Overtime_Hours_Per_Week,Number_Of_Team_Building_Activities,Conflict_Resolution_Cases,Customer_Complaints_Handled,Leadership_Qualities_Rating,Technical_Skills_Rating,Communication_Skills_Rating,Problem_Solving_Skills_Rating,Teamwork_Skills_Rating,Initiative_Rating,Adaptability_Rating,Creativity_Rating,Strategic_Thinking_Rating,Employee_Engagement_Score,Innovation_Projects_Involvement,Feedback_From_Colleagues,Feedback_From_Supervisors,Employee_Resignation_Status,Supplier_Contact,Work_Quality_Improvement_Plan,Career_Goals_Set,Career_Goals_Achievement_Status,Hiring_Source,Time_to_Hire,Hiring_Manager_Satisfaction,Recruitment_Cost,Offer_Acceptance_Date,Project_ID,Project_Type,Project_Size,Project_Complexity,Project_Role,Project_Outcome,Peer_Reviews,Customer_Feedback,Innovation_Contributions,Leadership_Potential,Development_Plan_Completion,Internship_Duration,Internship_Completion_Status,Internship_Supervisor_ID,Internship_Project_Assigned,Internship_Evaluation_Score,Internship_Conversion_Status,Internship_Learning_Outcomes,Mentor_Experience_Level,Mentor_Rating,Mentor_Availability_Hours_Per_Week,Mentor_Training_Provided,Internship_Goals_Set,Internship_Goals_Achievement_Status,Employee_Training_Cost,Employee_Award_Recognition,Employee_Health_Insurance_Coverage,Employee_Travel_Allowance,Employee_Stock_Options,Employee_Compensation_Benefits,Employee_Savings_Plans,Employee_Training_Certification_Status,Employee_Training_Evaluation_Score,Employee_Training_Cost_Budget,Employee_Training_Participation_Rate,Employee_Professional_Associations,Employee_Mentorship_Program_Participation,Employee_Volunteer_Activities,Employee_Work_Life_Balance_Rating,Employee_Retirement_Benefits,Employee_Annual_Salary_Adjustment,Employee_Job_Satisfaction_Score,Employee_Leadership_Training,Employee_Team_Leadership_Experience,Employee_Conflict_Resolution_Skills,Employee_Organizational_Culture_Fit,Employee_Innovative_Skills,Employee_Problem_Solving_Capabilities,Employee_Technical_Training_Programs,Employee_Development_Opportunities,Employee_Career_Progression_Plan,Employee_Professional_Growth_Potential,Employee_Performance_Improvement_Plan,Employee_Recognition_Programs_Participation,Employee_Job_Rotation_Experience,Employee_Team_Collaboration_Effectiveness,Employee_Stakeholder_Management_Skills,Employee_Personal_Development_Plans,Future_Date,Onboarding_Delay_Days,Project_Start_Delay_Days,Tenure_Days,Tenure_Years,Total_Skills_Score,Avg_Skills_Score,Total_Soft_Skills_Score,Avg_Soft_Skills_Score,Performance_Category
2024/Sales/0611,2024/HR/0274,Hr,Developer,11,2023-02-04,2023-02-07,2023-05-02,5100,Unknown,2024/Sales/0302,54,0,Master,Cfa,2,3,39,4,4,0,3,4,7,10,9,8,8,7,14,12,7,76,Yes,5,7,No,Phone,Yes,Medium-Term,Achieved,Job Board,33,2,4948,2023-02-04,Project-63,Development,Medium,Complex,Developer,Failed,8,8,Medium,Medium,Partial,2,Incomplete,2024/Sales/0083,Project C,7,Not Converted,Learning Outcome B,Mid-Senior,10,6,No,No,Not Started,956,Recognition,Premium,1504,Unknown,5082,3027,Certified,87,961,72,Active,Inactive,No,9,Standard,4,7,Leadership Training,10,6,10,8,7,7,2,9,7,6,No,10,4,4.0,Active,2118-09-30,3,84,1178,3.23,42,8.4,40,10.0,High
2024/Finance/0612,2024/Finance/0092,Hr,Analyst,5,2020-06-04,2020-09-19,2020-11-13,4998,Advanced,2024/HR/0010,44,1,Bachelor,Cfa,1,3,38,0,10,5,5,3,8,7,10,12,6,10,8,5,10,80,Yes,8,7,Yes,Direct Visit,Yes,Medium-Term,Not Started,Agency,25,3,4872,2020-06-04,Project-16,Development,Medium,Simple,Developer,Successful,4,4,Low,High,Not Started,6,Completed,2024/HR/0060,Project C,4,Converted,Learning Outcome A,Associate,4,4,Yes,Yes,In Progress,988,Award,Standard,1487,Stock Options,5015,3051,Certified,73,965,90,Inactive,Inactive,Yes,11,Standard,5,2,Unknown,11,10,14,8,11,6,4,6,5,5,Yes,7,8,10.0,Inactive,2119-08-31,107,55,2153,5.89,43,8.6,33,8.25,Low
2024/Sales/0613,2024/Sales/0213,It,Developer,11,2020-04-16,2020-08-10,2020-10-22,4868,Advanced,2024/HR/0432,48,2,Master,Google Cloud,7,6,42,5,5,1,4,5,7,2,7,4,7,7,4,11,9,92,No,7,5,No,Fax,Yes,Long-Term,Not Started,Referral,30,2,4989,2020-04-16,Project-91,Development,Small,Moderate,Analyst,In Progress,4,8,Low,Medium,Partial,3,Incomplete,2024/Finance/0594,Project A,8,Not Converted,Learning Outcome B,Mid-Senior,7,4,No,No,In Progress,1012,Recognition,Basic,1548,Unknown,5021,3095,In Progress,79,1004,91,Active,Active,No,14,Standard,5,5,Unknown,7,4,10,7,6,9,4,7,5,6,No,6,3,7.0,Inactive,2119-07-25,116,73,2202,6.03,27,5.4,31,7.75,High
2024/HR/0614,2024/HR/0413,Sales,Manager,7,2020-08-17,2021-02-08,2021-03-24,5080,Basic,2024/HR/0432,45,2,Bachelor,Google Cloud,4,8,37,1,9,5,0,1,11,13,8,12,4,11,10,5,9,86,Yes,7,9,No,Direct Visit,Yes,Long-Term,In Progress,Job Board,32,6,4983,2020-08-17,Project-82,Development,Small,Complex,Analyst,Successful,4,8,Medium,Medium,Not Started,6,Completed,2024/Sales/0464,Project A,7,Converted,Learning Outcome B,Junior,5,6,No,No,Not Started,1027,Award,Basic,1533,Unknown,4977,2956,Certified,74,970,66,Active,Active,No,7,Basic,3,9,Leadership Training,10,10,5,8,13,7,6,7,11,9,No,6,7,7.0,Active,2118-08-18,175,44,2079,5.69,48,9.6,35,8.75,Medium
2024/HR/0615,2024/Finance/0191,Finance,Consultant,14,2021-04-15,2021-06-18,2021-09-08,4904,Basic,2024/Sales/0352,54,2,Bachelor,Pmp,7,2,45,3,8,6,4,4,14,4,3,8,7,5,7,5,7,90,No,1,11,No,Email,Yes,Short-Term,Achieved,Job Board,32,4,4934,2021-04-15,Project-70,Development,Medium,Simple,Analyst,Successful,8,7,Low,High,Complete,5,Incomplete,2024/Finance/0199,Project B,6,Converted,Learning Outcome A,Senior,4,9,No,No,Achieved,994,Recognition,Standard,1449,Unknown,5057,2978,Certified,69,969,90,Active,Inactive,Yes,7,Basic,4,12,Unknown,6,7,8,12,10,9,12,13,7,9,No,5,5,6.0,Inactive,2120-01-25,64,82,1838,5.03,36,7.2,24,6.0,High
2024/Finance/0616,2024/Finance/0179,Finance,Consultant,13,2019-02-15,2019-07-12,2019-08-15,5006,Advanced,2024/Finance/0223,55,0,Master,Cfa,3,5,43,4,7,2,3,1,13,8,8,6,8,6,8,9,10,87,No,4,6,Yes,Direct Visit,No,Long-Term,In Progress,Job Board,30,4,5102,2019-02-15,Project-29,Consulting,Large,Complex,Developer,Successful,8,5,Low,High,Partial,2,Completed,2024/Marketing/0124,Project A,4,Not Converted,Learning Outcome B,Mid-Senior,10,9,No,No,Not Started,997,Recognition,Basic,1518,Unknown,4935,2899,Not Certified,92,999,76,Inactive,Active,No,5,Premium,4,10,Leadership Training,9,4,9,8,10,5,8,10,12,8,Yes,14,12,11.0,Inactive,2118-11-16,147,34,2628,7.2,43,8.6,33,8.25,High
2024/Marketing/0617,2024/IT/0379,Marketing,Manager,13,2020-12-04,2020-12-16,2021-02-16,4887,Unknown,2024/Sales/0105,41,0,Bachelor,Google Cloud,6,5,43,4,6,10,2,5,4,7,4,10,3,5,9,6,11,74,No,5,7,No,Phone,No,Long-Term,Achieved,Agency,25,4,4935,2020-12-04,Project-27,Research,Medium,Moderate,Manager,Successful,8,7,Low,Low,Complete,3,Incomplete,2024/Marketing/0040,Project A,5,Converted,Learning Outcome B,Senior,7,8,No,Yes,Not Started,1022,Award,Premium,1459,Unknown,4960,3055,Certified,92,1014,72,Inactive,Inactive,Yes,3,Standard,2,9,Unknown,8,7,2,7,6,12,8,5,9,11,No,9,9,5.0,Active,2120-05-10,12,62,1970,5.39,28,5.6,31,7.75,High
2024/IT/0618,2024/HR/0253,Finance,Analyst,11,2019-10-12,2020-03-31,2020-05-16,4976,Unknown,2024/Marketing/0443,66,0,Phd,Pmp,7,6,40,3,6,1,3,0,6,5,7,7,8,6,12,13,10,83,Yes,14,8,Yes,Email,No,Medium-Term,Achieved,Agency,30,6,5069,2019-10-12,Project-51,Consulting,Large,Moderate,Manager,Successful,7,4,High,Medium,Complete,5,Completed,2024/Sales/0151,Project B,2,Not Converted,Learning Outcome C,Senior,13,1,Yes,Yes,Achieved,960,Recognition,Standard,1531,Unknown,5030,3073,In Progress,87,1016,71,Inactive,Active,Yes,9,Basic,4,10,Leadership Training,8,7,6,8,9,10,5,10,7,8,Yes,10,6,12.0,Inactive,2118-08-28,171,46,2389,6.54,33,6.6,41,10.25,High
2024/HR/0619,2024/IT/0473,Finance,Developer,10,2021-02-24,2021-07-03,2021-08-02,5038,Unknown,2024/Marketing/0007,56,1,Phd,Google Cloud,3,2,40,3,3,3,1,5,3,4,8,7,8,9,13,8,6,80,No,5,3,Yes,Direct Visit,Yes,Long-Term,Not Started,Job Board,22,3,5024,2021-02-24,Project-45,Development,Medium,Complex,Manager,Successful,10,7,High,High,Not Started,3,Incomplete,2024/HR/0400,Project A,7,Converted,Learning Outcome C,Senior,4,1,No,No,Achieved,1046,Recognition,Standard,1525,Unknown,4911,2937,Certified,73,1034,67,Inactive,Active,No,7,Standard,8,9,Leadership Training,8,6,13,10,9,9,9,7,9,10,No,7,10,8.0,Active,2117-06-13,129,30,1888,5.17,30,6.0,36,9.0,Medium
2024/Finance/0620,2024/HR/0188,Finance,Manager,16,2021-10-15,2021-12-27,2022-03-07,5032,Basic,2024/Marketing/0007,41,1,Master,Cfa,3,2,44,4,12,10,3,0,11,7,9,8,10,6,4,10,10,100,Yes,6,7,Yes,Phone,Yes,Short-Term,Achieved,Agency,27,4,4905,2021-10-15,Project-39,Consulting,Medium,Moderate,Analyst,Successful,2,6,Low,Low,Not Started,3,Incomplete,2024/Sales/0004,Project A,6,Not Converted,Learning Outcome C,Junior,8,5,No,No,In Progress,1032,Award,Standard,1552,Unknown,5095,3067,In Progress,84,971,76,Active,Active,No,5,Premium,7,5,Leadership Training,8,7,11,7,8,5,4,6,11,10,No,8,13,9.0,Active,2118-04-14,73,70,1655,4.53,45,9.0,30,7.5,Exceptional
2024/HR/0621,2024/Finance/0401,Hr,Consultant,7,2019-02-08,2019-04-25,2019-07-11,5002,Advanced,2024/Marketing/0007,45,1,Phd,Pmp,2,2,45,1,7,2,4,5,7,11,6,9,7,7,6,4,7,89,No,9,3,No,Direct Visit,No,Short-Term,Achieved,Referral,25,4,5033,2019-02-08,Project-94,Research,Medium,Moderate,Analyst,Successful,11,2,Low,Medium,Complete,2,Completed,2024/Marketing/0336,Project A,9,Converted,Learning Outcome C,Junior,9,6,No,Yes,Achieved,987,Unknown,Premium,1481,Unknown,4983,2995,Certified,97,946,76,Inactive,Active,No,5,Basic,3,7,Unknown,8,10,13,11,14,8,5,6,10,10,No,6,11,6.0,Active,2119-03-05,76,77,2635,7.21,40,8.0,24,6.0,Medium
2024/HR/0622,2024/Sales/0098,Sales,Developer,11,2020-11-03,2021-01-22,2021-03-13,4970,Advanced,2024/HR/0610,55,0,Bachelor,Aws,2,5,44,3,7,6,5,1,11,10,6,4,13,4,7,10,6,74,No,5,9,No,Fax,Yes,Long-Term,Not Started,Referral,36,1,5166,2020-11-03,Project-91,Development,Large,Complex,Manager,In Progress,4,4,Low,Low,Partial,1,Completed,2024/Finance/0599,Project B,8,Converted,Learning Outcome C,Associate,13,5,Yes,Yes,Not Started,993,Unknown,Basic,1611,Stock Options,5141,2937,Certified,75,980,75,Active,Inactive,No,8,Standard,3,8,Leadership Training,6,12,8,10,9,13,4,7,5,3,Yes,10,10,5.0,Active,2119-08-03,80,50,2001,5.48,44,8.8,27,6.75,High
2024/Marketing/0623,2024/Marketing/0163,Finance,Analyst,9,2023-02-27,2023-03-22,2023-04-28,5049,Unknown,2024/Finance/0399,39,0,Phd,Google Cloud,5,2,42,1,7,9,0,2,10,9,8,12,6,9,8,5,8,91,Yes,5,7,Yes,Fax,Yes,Short-Term,Not Started,Job Board,20,7,4846,2023-02-27,Project-97,Research,Medium,Simple,Developer,Failed,10,5,Medium,High,Partial,1,Incomplete,2024/IT/0289,Project B,13,Not Converted,Learning Outcome C,Associate,5,10,Yes,Yes,Achieved,1023,Unknown,Basic,1554,Unknown,5073,2934,In Progress,66,1001,73,Inactive,Active,No,7,Standard,5,10,Leadership Training,8,7,8,11,9,8,15,11,10,6,Yes,12,11,6.0,Active,2120-09-23,23,37,1155,3.16,45,9.0,30,7.5,Medium
2024/IT/0624,2024/Sales/0083,Sales,Analyst,9,2020-12-27,2021-03-17,2021-05-22,5031,Unknown,2024/Marketing/0511,58,1,Bachelor,Pmp,6,5,35,2,11,2,1,3,7,4,5,6,9,11,10,3,8,77,No,2,8,No,Email,No,Medium-Term,Achieved,Job Board,29,7,4904,2020-12-27,Project-30,Consulting,Large,Complex,Developer,In Progress,9,8,Medium,Medium,Complete,5,Incomplete,2024/Sales/0348,Project B,6,Converted,Learning Outcome B,Associate,8,4,Yes,Yes,Not Started,980,Recognition,Standard,1484,Unknown,5099,2996,Certified,89,1003,80,Inactive,Active,Yes,10,Standard,3,6,Unknown,9,5,7,11,9,6,9,10,8,8,No,10,8,12.0,Inactive,2118-07-27,80,66,1947,5.33,31,6.2,32,8.0,Medium
2024/Marketing/0625,2024/HR/0397,Sales,Consultant,11,2020-10-07,2020-10-16,2021-01-04,5067,Unknown,2024/Finance/0199,57,2,Bachelor,Google Cloud,3,0,37,1,5,0,1,1,12,8,4,13,10,8,8,5,11,75,No,7,9,No,Email,Yes,Medium-Term,In Progress,Internal,35,3,5021,2020-10-07,Project-73,Research,Large,Moderate,Manager,In Progress,14,5,Medium,Low,Not Started,2,Completed,2024/Finance/0039,Project B,9,Not Converted,Learning Outcome B,Mid-Senior,8,2,Yes,Yes,In Progress,955,Award,Premium,1476,Stock Options,4915,3003,In Progress,75,997,80,Active,Inactive,No,8,Premium,12,7,Unknown,4,7,10,12,8,7,8,10,8,11,No,9,4,6.0,Inactive,2118-05-27,9,80,2028,5.55,47,9.4,32,8.0,High
2024/Sales/0626,2024/IT/0136,Sales,Manager,7,2020-03-22,2020-05-24,2020-07-01,4960,Basic,2024/Finance/0199,50,0,Bachelor,Aws,3,0,35,1,4,2,1,5,9,4,7,10,8,11,9,6,7,81,Yes,6,7,Yes,Direct Visit,Yes,Short-Term,In Progress,Referral,32,6,4994,2020-03-22,Project-74,Consulting,Small,Complex,Analyst,In Progress,4,4,High,Low,Not Started,1,Incomplete,2024/Sales/0156,Project A,5,Not Converted,Learning Outcome C,Junior,10,10,No,Yes,Achieved,1028,Unknown,Basic,1427,Stock Options,5120,3012,Certified,75,958,78,Active,Active,Yes,9,Basic,6,11,Unknown,9,7,4,14,7,6,11,13,9,9,No,10,9,9.0,Inactive,2118-12-31,63,38,2227,6.1,38,7.6,33,8.25,Medium
2024/Marketing/0627,2024/Finance/0477,Sales,Consultant,6,2023-05-01,2023-06-21,2023-09-02,5038,Basic,2024/IT/0596,56,0,Master,Unknown,6,4,44,5,9,5,5,5,4,6,8,7,9,9,10,8,10,67,No,13,7,Yes,Phone,No,Short-Term,In Progress,Referral,20,2,5100,2023-05-01,Project-29,Development,Medium,Complex,Developer,Successful,7,2,Low,Low,Complete,6,Incomplete,2024/IT/0168,Project C,7,Converted,Learning Outcome C,Mid-Senior,6,2,No,Yes,Achieved,904,Recognition,Premium,1530,Unknown,4979,2978,Not Certified,91,1088,81,Inactive,Inactive,Yes,4,Standard,4,9,Leadership Training,9,10,11,5,5,12,3,4,4,13,No,2,9,6.0,Inactive,2119-02-24,51,73,1092,2.99,34,6.8,37,9.25,Medium
2024/HR/0628,2024/Sales/0215,It,Manager,10,2022-07-13,2022-12-28,2023-03-26,5101,Unknown,2024/IT/0596,41,1,Phd,Aws,3,3,41,4,9,7,2,1,8,7,7,8,8,8,5,12,8,91,No,7,6,Yes,Phone,No,Long-Term,Achieved,Referral,25,6,5107,2022-07-13,Project-81,Consulting,Large,Complex,Analyst,In Progress,11,7,Low,Low,Complete,2,Incomplete,2024/Sales/0186,Project B,7,Not Converted,Learning Outcome B,Junior,10,10,Yes,Yes,Not Started,965,Award,Basic,1424,Unknown,5128,2928,Not Certified,69,1033,76,Inactive,Active,No,4,Standard,4,7,Leadership Training,5,9,5,8,9,15,6,6,6,7,Yes,4,8,8.0,Inactive,2118-04-27,168,88,1384,3.79,38,7.6,33,8.25,Medium
2024/Marketing/0629,2024/IT/0289,Finance,Developer,12,2021-04-15,2021-07-16,2021-09-08,4931,Unknown,2024/IT/0596,46,1,Phd,Cfa,4,1,35,4,2,4,5,0,8,10,7,8,8,5,9,8,13,67,No,8,11,No,Fax,No,Long-Term,Not Started,Referral,28,6,4986,2021-04-15,Project-80,Consulting,Small,Simple,Analyst,In Progress,10,10,Low,Medium,Not Started,2,Incomplete,2024/Sales/0350,Project B,5,Converted,Learning Outcome C,Junior,8,10,No,No,In Progress,971,Recognition,Basic,1533,Stock Options,4953,3029,Not Certified,72,987,65,Inactive,Inactive,No,4,Basic,1,16,Leadership Training,5,5,6,10,11,10,11,11,2,10,Yes,11,8,5.0,Inactive,2119-02-24,92,54,1838,5.03,41,8.2,35,8.75,High
2024/IT/0630,2024/IT/0479,Sales,Consultant,8,2023-06-17,2023-06-27,2023-08-31,5096,Basic,2024/IT/0027,60,0,Bachelor,Google Cloud,5,3,35,4,6,1,3,2,8,6,16,8,6,11,5,14,14,96,Yes,17,8,Yes,Fax,Yes,Medium-Term,Not Started,Agency,36,5,4995,2023-06-17,Project-31,Research,Large,Complex,Manager,In Progress,9,6,High,Medium,Complete,6,Completed,2024/Marketing/0396,Project C,9,Converted,Learning Outcome C,Senior,5,1,Yes,Yes,Not Started,1010,Award,Premium,1520,Unknown,5032,2960,Certified,82,1019,60,Inactive,Active,Yes,5,Basic,3,8,Leadership Training,3,11,8,9,8,9,13,8,4,8,Yes,7,7,6.0,Inactive,2119-10-09,10,65,1045,2.86,44,8.8,44,11.0,Medium
2024/HR/0631,2024/IT/0558,Hr,Analyst,7,2019-11-28,2020-03-09,2020-05-09,5072,Unknown,2024/Sales/0497,48,0,Bachelor,Pmp,4,5,43,0,6,10,4,0,10,7,7,5,7,10,8,9,6,88,Yes,6,6,Yes,Direct Visit,No,Medium-Term,Achieved,Internal,27,4,5035,2019-11-28,Project-55,Research,Small,Simple,Developer,Failed,8,9,Medium,High,Not Started,5,Completed,2024/Marketing/0428,Project B,7,Converted,Learning Outcome A,Senior,7,7,No,Yes,Achieved,991,Award,Basic,1518,Stock Options,5024,2911,In Progress,79,938,81,Inactive,Inactive,No,12,Basic,4,9,Unknown,11,11,10,6,7,9,5,10,2,8,Yes,9,4,11.0,Active,2119-09-01,102,61,2342,6.41,36,7.2,33,8.25,Medium
2024/Finance/0632,2024/HR/0211,Sales,Analyst,9,2018-10-15,2019-02-05,2019-04-27,4931,Unknown,2024/Sales/0497,48,2,Phd,Aws,6,3,41,4,8,1,3,0,8,7,3,5,13,10,13,3,10,85,Yes,7,3,No,Direct Visit,No,Short-Term,In Progress,Internal,30,5,5101,2018-10-15,Project-80,Research,Medium,Simple,Developer,In Progress,9,10,Medium,Medium,Not Started,3,Incomplete,2024/IT/0618,Project C,7,Not Converted,Learning Outcome A,Junior,6,1,No,No,Achieved,1002,Recognition,Basic,1487,Unknown,4980,3029,In Progress,85,989,94,Inactive,Active,No,9,Basic,7,9,Leadership Training,6,8,6,8,8,7,10,6,10,9,No,7,7,6.0,Inactive,2119-06-02,113,81,2751,7.53,36,7.2,36,9.0,Medium
2024/Finance/0633,2024/IT/0468,Finance,Consultant,8,2021-07-26,2021-08-13,2021-09-23,5021,Advanced,2024/HR/0450,49,2,Bachelor,Aws,5,5,38,4,6,8,0,5,5,7,9,3,10,3,5,6,15,98,Yes,8,7,No,Fax,No,Long-Term,In Progress,Referral,31,4,4912,2021-07-26,Project-23,Consulting,Medium,Complex,Developer,Successful,10,5,Low,Medium,Partial,5,Completed,2024/Sales/0287,Project A,3,Converted,Learning Outcome C,Mid-Senior,5,2,Yes,Yes,Not Started,959,Recognition,Premium,1530,Unknown,4914,3001,Not Certified,72,1038,56,Active,Inactive,No,8,Premium,8,8,Unknown,4,17,4,8,6,10,9,8,6,8,No,11,6,3.0,Inactive,2118-02-17,18,41,1736,4.75,34,6.8,29,7.25,Medium
2024/HR/0634,2024/IT/0137,Finance,Developer,3,2022-05-13,2022-10-01,2022-11-23,5081,Basic,2024/Sales/0101,54,1,Phd,Google Cloud,6,4,41,0,11,0,1,0,4,8,9,9,5,7,12,13,10,86,No,1,10,No,Fax,Yes,Medium-Term,Achieved,Job Board,37,3,4968,2022-05-13,Project-14,Consulting,Medium,Moderate,Developer,Successful,9,6,Medium,Low,Partial,3,Completed,2024/Sales/0460,Project C,9,Converted,Learning Outcome A,Mid-Senior,10,9,Yes,No,In Progress,974,Award,Standard,1493,Unknown,5091,2991,Certified,80,1013,80,Inactive,Active,Yes,5,Premium,5,7,Leadership Training,6,11,9,8,8,10,4,5,8,9,Yes,11,11,6.0,Inactive,2119-11-08,141,53,1445,3.96,35,7.0,42,10.5,Low
2024/Sales/0635,2024/Marketing/0469,Sales,Manager,3,2024-01-27,2024-04-05,2024-05-16,5087,Advanced,2024/HR/0604,48,0,Bachelor,Unknown,5,4,41,3,9,10,0,4,8,4,6,8,8,5,9,4,7,90,No,13,10,No,Direct Visit,Yes,Long-Term,Achieved,Referral,32,5,4916,2024-01-27,Project-45,Research,Large,Simple,Manager,Failed,3,3,Medium,High,Partial,5,Completed,2024/Finance/0517,Project A,10,Converted,Learning Outcome C,Mid-Senior,10,4,No,Yes,Not Started,1048,Unknown,Basic,1495,Stock Options,5014,2990,Not Certified,85,1024,77,Inactive,Inactive,No,5,Basic,4,6,Leadership Training,16,8,8,3,8,9,10,12,10,4,Yes,6,4,9.0,Active,2117-05-18,69,41,821,2.25,34,6.8,25,6.25,Low
2024/Sales/0636,2024/Sales/0265,It,Developer,10,2020-03-07,2020-06-14,2020-09-07,5031,Unknown,2024/Sales/0083,51,1,Phd,Aws,7,5,41,5,5,5,5,0,7,6,11,10,5,10,13,8,8,73,Yes,13,5,Yes,Phone,Yes,Medium-Term,In Progress,Referral,31,2,5013,2020-03-07,Project-98,Research,Large,Simple,Manager,Failed,7,7,High,Medium,Complete,1,Incomplete,2024/HR/0433,Project B,10,Not Converted,Learning Outcome C,Mid-Senior,12,7,Yes,No,Achieved,1018,Unknown,Premium,1466,Stock Options,5024,2992,Certified,88,1025,82,Inactive,Inactive,No,13,Premium,5,6,Leadership Training,7,10,8,10,12,9,8,8,7,7,No,5,9,4.0,Active,2118-11-27,99,85,2242,6.14,39,7.8,39,9.75,Medium
2024/Sales/0637,2024/Sales/0591,Marketing,Analyst,7,2024-04-04,2024-08-30,2024-11-27,5060,Unknown,2024/Sales/0083,43,0,Master,Aws,5,2,36,4,8,6,0,5,7,7,7,9,5,10,6,12,12,92,Yes,6,5,Yes,Fax,No,Medium-Term,Achieved,Referral,30,2,5073,2024-04-04,Project-46,Research,Medium,Simple,Developer,Successful,9,6,High,Low,Partial,6,Completed,2024/Marketing/0572,Project B,3,Converted,Learning Outcome A,Junior,7,7,Yes,Yes,Achieved,995,Recognition,Basic,1555,Stock Options,5037,2960,Not Certified,89,973,96,Inactive,Inactive,Yes,5,Premium,7,5,Leadership Training,8,9,0,14,4,8,7,6,5,7,No,8,5,7.0,Inactive,2119-01-27,148,89,753,2.06,35,7.0,40,10.0,Medium
2024/HR/0638,2024/HR/0365,It,Manager,3,2019-09-21,2019-09-30,2019-11-26,5047,Unknown,2024/Finance/0457,51,1,Bachelor,Pmp,4,6,40,3,5,4,1,3,10,6,5,7,6,10,2,6,12,98,Yes,5,5,Yes,Fax,No,Long-Term,Achieved,Job Board,25,6,4954,2019-09-21,Project-86,Consulting,Large,Complex,Analyst,Failed,4,8,High,High,Not Started,6,Completed,2024/IT/0322,Project C,7,Converted,Learning Outcome A,Mid-Senior,11,5,Yes,No,Not Started,1028,Unknown,Standard,1431,Stock Options,5034,3045,Not Certified,91,964,66,Inactive,Active,No,8,Basic,6,8,Unknown,10,11,10,8,10,5,6,3,11,12,No,14,14,8.0,Active,2120-02-21,9,57,2410,6.6,34,6.8,30,7.5,Low
2024/HR/0639,2024/Finance/0594,Sales,Analyst,11,2022-09-25,2022-11-15,2022-12-21,5013,Advanced,2024/IT/0164,39,1,Bachelor,Unknown,2,1,43,1,4,3,5,3,6,5,4,11,7,11,5,9,5,75,Yes,7,11,Yes,Email,Yes,Short-Term,Not Started,Referral,30,5,4835,2022-09-25,Project-20,Development,Small,Simple,Developer,In Progress,8,9,Medium,Low,Complete,3,Incomplete,2024/Marketing/0007,Project C,3,Not Converted,Learning Outcome A,Associate,5,3,Yes,No,Achieved,962,Unknown,Basic,1460,Stock Options,5036,2945,Not Certified,97,1003,78,Active,Inactive,Yes,8,Premium,6,9,Leadership Training,12,9,6,12,9,6,10,9,6,10,No,6,6,9.0,Active,2120-05-17,51,36,1310,3.59,33,6.6,30,7.5,High
2024/Sales/0640,2024/Finance/0555,Finance,Analyst,8,2022-02-21,2022-03-19,2022-05-05,4928,Unknown,2024/HR/0410,44,1,Master,Google Cloud,6,4,39,5,9,10,2,2,9,5,4,7,10,11,11,4,8,96,No,10,12,Yes,Direct Visit,No,Medium-Term,Achieved,Agency,24,3,5037,2022-02-21,Project-98,Research,Small,Moderate,Manager,Failed,8,7,Low,Medium,Not Started,6,Completed,2024/IT/0507,Project B,8,Not Converted,Learning Outcome C,Senior,6,4,No,Yes,In Progress,992,Award,Premium,1507,Unknown,4904,2968,Certified,67,1026,73,Inactive,Active,Yes,8,Premium,7,11,Leadership Training,6,9,6,5,9,6,16,11,8,4,No,7,5,9.0,Active,2118-10-30,26,47,1526,4.18,35,7.0,34,8.5,Medium
2024/HR/0641,2024/Marketing/0403,It,Analyst,9,2021-07-17,2021-10-06,2021-11-13,4979,Basic,2024/Finance/0146,51,0,Master,Google Cloud,5,1,40,0,6,9,1,4,8,8,10,8,9,8,7,5,7,80,Yes,9,7,Yes,Phone,No,Short-Term,Not Started,Job Board,28,4,4997,2021-07-17,Project-86,Development,Medium,Simple,Developer,In Progress,5,7,Low,Low,Complete,3,Incomplete,2024/IT/0138,Project B,9,Not Converted,Learning Outcome C,Senior,8,3,No,Yes,Achieved,1017,Recognition,Basic,1517,Stock Options,4934,2946,Certified,84,1021,82,Active,Active,No,12,Basic,2,12,Leadership Training,10,10,3,7,10,9,7,5,4,6,No,11,6,5.0,Active,2119-03-02,81,38,1745,4.78,43,8.6,27,6.75,Medium
2024/Sales/0642,2024/Sales/0341,It,Developer,4,2019-03-17,2019-09-01,2019-10-04,5023,Unknown,2024/IT/0306,51,1,Bachelor,Cfa,4,2,41,0,8,6,0,1,11,7,2,9,9,18,11,10,9,81,Yes,7,5,Yes,Fax,Yes,Long-Term,Not Started,Referral,38,2,5009,2019-03-17,Project-28,Consulting,Large,Simple,Manager,Successful,11,7,Low,High,Complete,1,Completed,2024/IT/0549,Project A,4,Not Converted,Learning Outcome C,Associate,10,2,No,Yes,In Progress,975,Unknown,Standard,1561,Unknown,4977,2903,Certified,77,1037,67,Inactive,Active,No,11,Premium,4,6,Leadership Training,10,8,12,15,7,11,8,4,8,10,Yes,13,7,4.0,Active,2117-02-16,168,33,2598,7.11,38,7.6,48,12.0,Low
